execise,Subject,unit,lesson,Id
graphing-linear-functions-word-problems,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-8-linear-functions,x8e2f5884
recognizing_functions,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-2-introduction-to-functions,xe051d459
linear-equations-word-problems,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-8-linear-functions,x592031ed85b22ba2
recog-func-2,8th-grade-illustrative-math,unit-5-functions-and-volume,extra-practice-functions,xe3f06745
volumes-of-cones--cylinders--and-spheres,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-13-the-volume-of-a-cylinder,x78575cfe
function-rules-from-equations,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-3-equations-for-functions,x6cc18072ba1c562b
evaluate-functions-from-graph,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-5-more-graphs-of-functions,x3741c9bc9f80dbcb
volume-of-spheres,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-20-the-volume-of-a-sphere,x0b35d65e7a5c507a
comparing-features-of-functions-1,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-8-linear-functions,x6ac96cbe
evaluate-functions,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-3-equations-for-functions,x2382a4bdbb225cd7
interpreting-linear-graphs,8th-grade-illustrative-math,unit-5-functions-and-volume,lesson-8-linear-functions,xb1b4893a
two-way-frequency-tables,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-10-using-data-displays-to-find-associations,x0aab200f
equations-of-lines-of-best-fit-to-make-predictions,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-4-fitting-a-line-to-data,x134ead99
two-way-relative-frequency-tables,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-10-using-data-displays-to-find-associations,xfa746e47
reading-two-way-frequency-tables,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-9-looking-for-associations,x149357e6
reading-two-way-relative-frequency-tables,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-9-looking-for-associations,xa61a478b
making-good-scatter-plots,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-1-organizing-data,x7a7ce27f
plotting_the_line_of_best_fit,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-5-describing-trends-in-scatter-plots,917310246
constructing-scatter-plots,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-2-plotting-data,xd167ef1b
positive-and-negative-linear-correlations-from-scatter-plots,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-7-observing-more-patterns-in-scatter-plots,x3f87a497
linear-models-of-bivariate-data,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-6-the-slope-of-a-fitted-line,x2fd3ad4e
frequencies-of-bivariate-data,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-10-using-data-displays-to-find-associations,x0dfbf691
interpreting-scatter-plots,8th-grade-illustrative-math,unit-6-associations-in-data,lesson-7-observing-more-patterns-in-scatter-plots,x6209d2ce
interpreting-slope-and-y-intercept-of-lines-of-best-fit,8th-grade-illustrative-math,unit-6-associations-in-data,extra-practice-linear-models,xb2957fad
orders-of-magnitude,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-12-applications-of-arithmetic-with-powers-of-10,xc77006e0
adding-and-subtracting-in-scientific-notation,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-15-adding-and-subtracting-with-scientific-notation,x47661d2c
exponents_2,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-6-what-about-other-bases,3027
approximating-with-orders-of-magnitude,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-12-applications-of-arithmetic-with-powers-of-10,x80975a42
scientific_notation,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-13-definition-of-scientific-notation,5265923
powers-of-powers,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-6-what-about-other-bases,xdb582139e2b62563
multiplying_and_dividing_scientific_notation,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-14-multiplying-dividing-and-estimating-with-scientific-notation,643305766
multiply-powers,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-6-what-about-other-bases,xd3b2faaec8361e5f
computing-in-scientific-notation,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-15-adding-and-subtracting-with-scientific-notation,x24245395
exponent_rules,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-6-what-about-other-bases,2022
powers-of-products-and-quotients,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,extra-practice-exponents,x78760d7d4a677213
divide-powers,8th-grade-illustrative-math,unit-7-exponents-and-scientific-notation,lesson-6-what-about-other-bases,x691750be83d6d5e1
complete-equations-according-to-solutions,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-7-all-some-or-no-solutions,x7a036a2f
systems-of-equations-word-problems,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-16-solving-problems-with-systems-of-equations,x0182d0a99e43dd31
variables-on-both-sides-rational,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-6-strategic-solving,xd718d314
vertical_angles_2,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,extra-practice-linear-equations,415276545
verifying-solutions-to-systems-of-equations,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-10-on-or-off-the-line,xf9d33a27
multi-step-equations-rational,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-6-strategic-solving,x799738ed
angle_addition_postulate,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,extra-practice-linear-equations,729494328
multistep_equations_with_distribution,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-4-more-balanced-moves,1106131470
graphing_systems_of_equations,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-12-systems-of-equations,357485849
linear_equations_3,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-3-balanced-moves,3022
integer_sums,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,extra-practice-linear-equations,1425079754
age_word_problems,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-9-when-are-they-the-same,2014
constructing-consistent-and-inconsistent-system,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-13-solving-systems-of-equations,xb99abb79
systems_of_equations_with_substitution,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-14-solving-more-systems,426633747
graphical-solutions-to-systems,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-12-systems-of-equations,x62f8a7e5
solutions-to-linear-equations,8th-grade-illustrative-math,unit-4-linear-equations-and-linear-systems,lesson-8-how-many-solutions,x0c18d180
translate-points-8th,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-5-coordinate-moves,xbfb34d1dee498d8f
transformation-preserved-properties,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,extra-practice-transformations,xd2a53a11cb23d3c2
find-angles-in-isosceles-triangles,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-15-adding-the-angles-in-a-triangle,x7e85fcf8
reflections-1,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-5-coordinate-moves,x53e22195
exploring-rigid-transformations-and-congruence,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-12-congruent-polygons,x70bbe456
rotate-points--basic-,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-3-grid-moves,x77ff78a4203ec216
angles_2,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-16-parallel-lines-and-the-angles-in-a-triangle,2024
determine-reflections,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-6-describing-transformations,xdf3a8f05dc7050c2
parallel_lines_1,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-14-alternate-interior-angles,272338869
determine-rotations--basic-,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-6-describing-transformations,x6dd9723511bdbc8f
performing-reflections-on-the-coordinate-plane,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-5-coordinate-moves,xbdeb6941
mapping-shapes,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-6-describing-transformations,x114ce6954e61c9df
find-measures-using-rigid-transformations,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-7-no-bending-or-stretching,x83acf06e0bb1fef4
defining-translations,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-6-describing-transformations,xdf41b006
triangle_angles_1,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-15-adding-the-angles-in-a-triangle,251591675
translations,8th-grade-illustrative-math,unit-1-rigid-transformations-and-congruence,lesson-5-coordinate-moves,xe837b7c1
performing-dilations,8th-grade-illustrative-math,unit-2-dilations-similarity-and-introducing-slope,lesson-4-dilations-on-a-square-grid,xa5ae2f47
identify-transformations,8th-grade-illustrative-math,unit-2-dilations-similarity-and-introducing-slope,lesson-4-dilations-on-a-square-grid,xbc7109f815e04e37
dilations-preserved-properties,8th-grade-illustrative-math,unit-2-dilations-similarity-and-introducing-slope,extra-practice-dilations,xf92c041272da13a0
dilations,8th-grade-illustrative-math,unit-2-dilations-similarity-and-introducing-slope,lesson-4-dilations-on-a-square-grid,x9801d788
defining-dilations-2,8th-grade-illustrative-math,unit-2-dilations-similarity-and-introducing-slope,lesson-7-similar-polygons,x55264a3a
exploring-angle-preserving-transformations-and-similarity,8th-grade-illustrative-math,unit-2-dilations-similarity-and-introducing-slope,lesson-6-similarity,xd977e63d
converting_repeating_decimals_to_fractions_2,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-15-infinite-decimal-expansions,310110453
square_roots,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-2-side-lengths-and-areas,720948123
roots-of-decimals-and-fractions,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-2-side-lengths-and-areas,xbce1cca8
equations-with-square-roots---cube-roots--decimals---fractions,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,extra-practice-square-roots-and-cube-roots,xad52043e859151b3
more-square-and-cube-root-problems,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,extra-practice-square-roots-and-cube-roots,x40017f13
use-pythagorean-theorem-to-find-area-and-perimeter,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-11-finding-distance-in-the-coordinate-plane,xa379831c93b5b6b9
distance_formula,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-11-finding-distance-in-the-coordinate-plane,4514693
approximating-irrational-numbers,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-4-square-roots-on-the-number-line,xabfa7e28
approximating-irrational-numbers,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,extra-practice-irrational-numbers,xabfa7e28
writing-fractions-as-repeating-decimals,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-14-decimal-representations-of-rational-numbers,x4faf4059
pythagorean-theorem-in-3d,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,extra-practice-pythagorean-theorem,x15318664
use-area-of-squares-to-visualize-pythagorean-theorem,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-6-finding-side-lengths-of-triangles,xdf23caefcc97c671
converting_repeating_decimals_to_fractions_1,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-15-infinite-decimal-expansions,310099745
cube_roots,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-12-edge-lengths-and-volumes,720817477
recognizing-rational-and-irrational-numbers,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-3-rational-and-irrational-numbers,x4eaeba29
pythagorean_theorem_1,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-8-finding-unknown-side-lengths,3032
equations-w-square-and-cube-roots,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,extra-practice-square-roots-and-cube-roots,x66075fe0
pythagorean-theorem-word-problems--basic,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-10-applications-of-the-pythagorean-theorem,xf35c3b24c95bce91
approximating-irrational-numbers-without-a-calculator,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,extra-practice-irrational-numbers,xb56ba4b8
square_roots_2,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-5-reasoning-about-square-roots,899094160
right-triangle-side-lengths,8th-grade-illustrative-math,unit-8-pythagorean-theorem-and-irrational-numbers,lesson-9-the-converse,xf248fa7f0b9d9955
performing-translations-on-the-coordinate-plane,be-1ere-et-2eme-secondaires,be-gomtrie,be-les-translations-dans-le-plan-repr,x73c74d82
area-and-perimeter-on-the-coordinate-plane,be-1ere-et-2eme-secondaires,be-gomtrie,be-associer-un-solide-sa-reprsentation-dans-le-plan-et-rciproquement-vues-coordonnes-perspective-cavalire-dveloppement,xf42c201ba821fa66
nets-of-3d-figures,be-1ere-et-2eme-secondaires,be-gomtrie,be-associer-un-solide-sa-reprsentation-dans-le-plan-et-rciproquement-vues-coordonnes-perspective-cavalire-dveloppement,xe57344e5
